Region,School Year,Grade Level,Students
Region IX - Zamboanga Peninsula,2018-2019,Grade 4,82130.0
Region X - Northern Mindanao,2018-2019,Grade 4,104142.0
Region XI - Davao Region,2018-2019,Grade 4,107231.0
Region XII - Soccsksargen,2018-2019,Grade 4,102815.0
CARAGA - CARAGA,2018-2019,Grade 4,62485.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Grade 4,77874.0
CAR - Cordillera Administrative Region,2018-2019,Grade 4,32338.0
NCR - National Capital Region,2018-2019,Grade 4,184419.0
Region I - Ilocos Region,2019-2020,Grade 4,89200.0
Region II - Cagayan Valley,2019-2020,Grade 4,66201.0
Region III - Central Luzon,2019-2020,Grade 4,197480.0
Region IV-A - CALABARZON,2019-2020,Grade 4,241976.0
Region IV-B - MIMAROPA,2019-2020,Grade 4,68531.0
Region V - Bicol Region,2019-2020,Grade 4,131351.0
Region VI - Western Visayas,2019-2020,Grade 4,147646.0
Region VII - Central Visayas,2019-2020,Grade 4,146239.0
Region VIII - Eastern Visayas,2019-2020,Grade 4,93671.0
Region IX - Zamboanga Peninsula,2019-2020,Grade 4,76894.0
Region X - Northern Mindanao,2019-2020,Grade 4,99385.0
Region XI - Davao Region,2019-2020,Grade 4,101273.0
Region XII - Soccsksargen,2019-2020,Grade 4,95336.0
CARAGA - CARAGA,2019-2020,Grade 4,60383.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Grade 4,77053.0
CAR - Cordillera Administrative Region,2019-2020,Grade 4,30456.0
NCR - National Capital Region,2019-2020,Grade 4,170436.0
Region I - Ilocos Region,2020-2021,Grade 4,79719.0
Region II - Cagayan Valley,2020-2021,Grade 4,59442.0
Region III - Central Luzon,2020-2021,Grade 4,180349.0
Region IV-A - CALABARZON,2020-2021,Grade 4,228360.0
Region IV-B - MIMAROPA,2020-2021,Grade 4,61186.0
Region V - Bicol Region,2020-2021,Grade 4,115027.0
Region VI - Western Visayas,2020-2021,Grade 4,130619.0
Region VII - Central Visayas,2020-2021,Grade 4,124660.0
Region VIII - Eastern Visayas,2020-2021,Grade 4,86895.0
Region IX - Zamboanga Peninsula,2020-2021,Grade 4,72767.0
Region X - Northern Mindanao,2020-2021,Grade 4,91814.0
Region XI - Davao Region,2020-2021,Grade 4,82347.0
Region XII - Soccsksargen,2020-2021,Grade 4,86288.0
CARAGA - CARAGA,2020-2021,Grade 4,54055.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Grade 4,75224.0
CAR - Cordillera Administrative Region,2020-2021,Grade 4,27743.0
NCR - National Capital Region,2020-2021,Grade 4,160502.0
Region I - Ilocos Region,2010-2011,Grade 5,98037.0
Region II - Cagayan Valley,2010-2011,Grade 5,65510.0
Region III - Central Luzon,2010-2011,Grade 5,200842.0
Region IV-A - CALABARZON,2010-2011,Grade 5,234923.0
Region IV-B - MIMAROPA,2010-2011,Grade 5,67372.0
Region V - Bicol Region,2010-2011,Grade 5,141879.0
Region VI - Western Visayas,2010-2011,Grade 5,148491.0
Region VII - Central Visayas,2010-2011,Grade 5,146433.0
Region VIII - Eastern Visayas,2010-2011,Grade 5,104891.0
Region IX - Zamboanga Peninsula,2010-2011,Grade 5,78271.0
Region X - Northern Mindanao,2010-2011,Grade 5,92688.0
Region XI - Davao Region,2010-2011,Grade 5,89721.0
Region XII - Soccsksargen,2010-2011,Grade 5,85988.0
CARAGA - CARAGA,2010-2011,Grade 5,56816.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2010-2011,Grade 5,76331.0
CAR - Cordillera Administrative Region,2010-2011,Grade 5,33077.0
NCR - National Capital Region,2010-2011,Grade 5,195395.0
Region I - Ilocos Region,2011-2012,Grade 5,99382.0
Region II - Cagayan Valley,2011-2012,Grade 5,66315.0
Region III - Central Luzon,2011-2012,Grade 5,205431.0
Region IV-A - CALABARZON,2011-2012,Grade 5,241603.0
Region IV-B - MIMAROPA,2011-2012,Grade 5,69633.0
Region V - Bicol Region,2011-2012,Grade 5,144979.0
Region VI - Western Visayas,2011-2012,Grade 5,151528.0
Region VII - Central Visayas,2011-2012,Grade 5,151022.0
Region VIII - Eastern Visayas,2011-2012,Grade 5,106591.0
Region IX - Zamboanga Peninsula,2011-2012,Grade 5,80732.0
Region X - Northern Mindanao,2011-2012,Grade 5,93237.0
Region XI - Davao Region,2011-2012,Grade 5,92865.0
Region XII - Soccsksargen,2011-2012,Grade 5,89284.0
CARAGA - CARAGA,2011-2012,Grade 5,59098.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2011-2012,Grade 5,74550.0
CAR - Cordillera Administrative Region,2011-2012,Grade 5,33580.0
NCR - National Capital Region,2011-2012,Grade 5,197112.0
Region I - Ilocos Region,2012-2013,Grade 5,98086.0
Region II - Cagayan Valley,2012-2013,Grade 5,67119.0
Region III - Central Luzon,2012-2013,Grade 5,203886.0
Region IV-A - CALABARZON,2012-2013,Grade 5,246582.0
Region IV-B - MIMAROPA,2012-2013,Grade 5,70936.0
Region V - Bicol Region,2012-2013,Grade 5,147677.0
Region VI - Western Visayas,2012-2013,Grade 5,152385.0
Region VII - Central Visayas,2012-2013,Grade 5,152249.0
Region VIII - Eastern Visayas,2012-2013,Grade 5,106985.0
Region IX - Zamboanga Peninsula,2012-2013,Grade 5,80936.0
Region X - Northern Mindanao,2012-2013,Grade 5,92839.0
Region XI - Davao Region,2012-2013,Grade 5,95553.0
Region XII - Soccsksargen,2012-2013,Grade 5,90430.0
CARAGA - CARAGA,2012-2013,Grade 5,59181.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2012-2013,Grade 5,71815.0
CAR - Cordillera Administrative Region,2012-2013,Grade 5,33258.0
NCR - National Capital Region,2012-2013,Grade 5,195711.0
Region I - Ilocos Region,2013-2014,Grade 5,100415.0
Region II - Cagayan Valley,2013-2014,Grade 5,67761.0
Region III - Central Luzon,2013-2014,Grade 5,208592.0
Region IV-A - CALABARZON,2013-2014,Grade 5,244684.0
Region IV-B - MIMAROPA,2013-2014,Grade 5,72021.0
Region V - Bicol Region,2013-2014,Grade 5,150263.0
Region VI - Western Visayas,2013-2014,Grade 5,158766.0
Region VII - Central Visayas,2013-2014,Grade 5,156463.0
Region VIII - Eastern Visayas,2013-2014,Grade 5,109681.0
Region IX - Zamboanga Peninsula,2013-2014,Grade 5,80389.0
Region X - Northern Mindanao,2013-2014,Grade 5,93467.0
Region XI - Davao Region,2013-2014,Grade 5,98390.0
Region XII - Soccsksargen,2013-2014,Grade 5,92180.0
CARAGA - CARAGA,2013-2014,Grade 5,60564.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2013-2014,Grade 5,72263.0
CAR - Cordillera Administrative Region,2013-2014,Grade 5,33837.0
NCR - National Capital Region,2013-2014,Grade 5,194916.0
Region I - Ilocos Region,2014-2015,Grade 5,102845.0
Region II - Cagayan Valley,2014-2015,Grade 5,68465.0
Region III - Central Luzon,2014-2015,Grade 5,213044.0
Region IV-A - CALABARZON,2014-2015,Grade 5,255061.0
Region IV-B - MIMAROPA,2014-2015,Grade 5,73330.0
Region V - Bicol Region,2014-2015,Grade 5,155151.0
Region VI - Western Visayas,2014-2015,Grade 5,161354.0
Region VII - Central Visayas,2014-2015,Grade 5,161863.0
Region VIII - Eastern Visayas,2014-2015,Grade 5,113096.0
Region IX - Zamboanga Peninsula,2014-2015,Grade 5,86921.0
Region X - Northern Mindanao,2014-2015,Grade 5,99902.0
Region XI - Davao Region,2014-2015,Grade 5,107597.0
Region XII - Soccsksargen,2014-2015,Grade 5,98864.0
CARAGA - CARAGA,2014-2015,Grade 5,64294.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2014-2015,Grade 5,71952.0
CAR - Cordillera Administrative Region,2014-2015,Grade 5,34434.0
NCR - National Capital Region,2014-2015,Grade 5,192798.0
Region I - Ilocos Region,2015-2016,Grade 5,105755.0
Region II - Cagayan Valley,2015-2016,Grade 5,72229.0
Region III - Central Luzon,2015-2016,Grade 5,222260.0
Region IV-A - CALABARZON,2015-2016,Grade 5,274600.0
Region IV-B - MIMAROPA,2015-2016,Grade 5,79560.0
Region V - Bicol Region,2015-2016,Grade 5,165261.0
Region VI - Western Visayas,2015-2016,Grade 5,177585.0
Region VII - Central Visayas,2015-2016,Grade 5,172844.0
Region VIII - Eastern Visayas,2015-2016,Grade 5,118698.0
Region IX - Zamboanga Peninsula,2015-2016,Grade 5,94945.0
Region X - Northern Mindanao,2015-2016,Grade 5,111253.0
Region XI - Davao Region,2015-2016,Grade 5,116580.0
Region XII - Soccsksargen,2015-2016,Grade 5,108247.0
CARAGA - CARAGA,2015-2016,Grade 5,68790.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2015-2016,Grade 5,72525.0
CAR - Cordillera Administrative Region,2015-2016,Grade 5,35405.0
NCR - National Capital Region,2015-2016,Grade 5,199568.0
Region I - Ilocos Region,2016-2017,Grade 5,108926.0
Region II - Cagayan Valley,2016-2017,Grade 5,78179.0
Region III - Central Luzon,2016-2017,Grade 5,232930.0
Region IV-A - CALABARZON,2016-2017,Grade 5,298349.0
Region IV-B - MIMAROPA,2016-2017,Grade 5,83373.0
Region V - Bicol Region,2016-2017,Grade 5,178026.0
Region VI - Western Visayas,2016-2017,Grade 5,200739.0
Region VII - Central Visayas,2016-2017,Grade 5,195235.0
Region VIII - Eastern Visayas,2016-2017,Grade 5,120504.0
Region IX - Zamboanga Peninsula,2016-2017,Grade 5,108149.0
Region X - Northern Mindanao,2016-2017,Grade 5,119357.0
Region XI - Davao Region,2016-2017,Grade 5,128512.0
Region XII - Soccsksargen,2016-2017,Grade 5,114647.0
CARAGA - CARAGA,2016-2017,Grade 5,69997.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2016-2017,Grade 5,76259.0
CAR - Cordillera Administrative Region,2016-2017,Grade 5,37479.0
NCR - National Capital Region,2016-2017,Grade 5,205202.0
Region I - Ilocos Region,2017-2018,Grade 5,104652.0
Region II - Cagayan Valley,2017-2018,Grade 5,72783.0
Region III - Central Luzon,2017-2018,Grade 5,223864.0
Region IV-A - CALABARZON,2017-2018,Grade 5,276290.0
Region IV-B - MIMAROPA,2017-2018,Grade 5,73545.0
Region V - Bicol Region,2017-2018,Grade 5,149198.0
Region VI - Western Visayas,2017-2018,Grade 5,172899.0
Region VII - Central Visayas,2017-2018,Grade 5,164691.0
Region VIII - Eastern Visayas,2017-2018,Grade 5,108360.0
Region IX - Zamboanga Peninsula,2017-2018,Grade 5,91674.0
Region X - Northern Mindanao,2017-2018,Grade 5,109384.0
Region XI - Davao Region,2017-2018,Grade 5,114042.0
Region XII - Soccsksargen,2017-2018,Grade 5,105835.0
CARAGA - CARAGA,2017-2018,Grade 5,64605.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2017-2018,Grade 5,75289.0
CAR - Cordillera Administrative Region,2017-2018,Grade 5,34773.0
NCR - National Capital Region,2017-2018,Grade 5,195527.0
Region I - Ilocos Region,2018-2019,Grade 5,101994.0
Region II - Cagayan Valley,2018-2019,Grade 5,73336.0
Region III - Central Luzon,2018-2019,Grade 5,223235.0
Region IV-A - CALABARZON,2018-2019,Grade 5,276016.0
Region IV-B - MIMAROPA,2018-2019,Grade 5,72982.0
Region V - Bicol Region,2018-2019,Grade 5,141094.0
Region VI - Western Visayas,2018-2019,Grade 5,164506.0
Region VII - Central Visayas,2018-2019,Grade 5,161384.0
Region VIII - Eastern Visayas,2018-2019,Grade 5,105239.0
Region IX - Zamboanga Peninsula,2018-2019,Grade 5,88480.0
Region X - Northern Mindanao,2018-2019,Grade 5,105240.0
Region XI - Davao Region,2018-2019,Grade 5,105185.0
Region XII - Soccsksargen,2018-2019,Grade 5,105245.0
CARAGA - CARAGA,2018-2019,Grade 5,64166.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Grade 5,74854.0
CAR - Cordillera Administrative Region,2018-2019,Grade 5,33654.0
NCR - National Capital Region,2018-2019,Grade 5,194173.0
Region I - Ilocos Region,2019-2020,Grade 5,94792.0
Region II - Cagayan Valley,2019-2020,Grade 5,70953.0
Region III - Central Luzon,2019-2020,Grade 5,207927.0
Region IV-A - CALABARZON,2019-2020,Grade 5,266789.0
Region IV-B - MIMAROPA,2019-2020,Grade 5,69908.0
Region V - Bicol Region,2019-2020,Grade 5,131254.0
Region VI - Western Visayas,2019-2020,Grade 5,153231.0
Region VII - Central Visayas,2019-2020,Grade 5,156138.0
Region VIII - Eastern Visayas,2019-2020,Grade 5,95146.0
Region IX - Zamboanga Peninsula,2019-2020,Grade 5,81276.0
Region X - Northern Mindanao,2019-2020,Grade 5,102781.0
Region XI - Davao Region,2019-2020,Grade 5,106159.0
Region XII - Soccsksargen,2019-2020,Grade 5,101614.0
CARAGA - CARAGA,2019-2020,Grade 5,61774.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Grade 5,72331.0
CAR - Cordillera Administrative Region,2019-2020,Grade 5,32116.0
NCR - National Capital Region,2019-2020,Grade 5,182789.0
Region I - Ilocos Region,2020-2021,Grade 5,90594.0
Region II - Cagayan Valley,2020-2021,Grade 5,66894.0
Region III - Central Luzon,2020-2021,Grade 5,200552.0
Region IV-A - CALABARZON,2020-2021,Grade 5,246049.0
Region IV-B - MIMAROPA,2020-2021,Grade 5,67427.0
Region V - Bicol Region,2020-2021,Grade 5,126431.0
Region VI - Western Visayas,2020-2021,Grade 5,148186.0
Region VII - Central Visayas,2020-2021,Grade 5,145008.0
Region VIII - Eastern Visayas,2020-2021,Grade 5,93558.0
Region IX - Zamboanga Peninsula,2020-2021,Grade 5,75487.0
Region X - Northern Mindanao,2020-2021,Grade 5,97498.0
Region XI - Davao Region,2020-2021,Grade 5,97975.0
Region XII - Soccsksargen,2020-2021,Grade 5,94870.0
CARAGA - CARAGA,2020-2021,Grade 5,60158.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Grade 5,70345.0
CAR - Cordillera Administrative Region,2020-2021,Grade 5,30921.0
NCR - National Capital Region,2020-2021,Grade 5,171628.0
Region I - Ilocos Region,2010-2011,Grade 6,92149.0
Region II - Cagayan Valley,2010-2011,Grade 6,62318.0
Region III - Central Luzon,2010-2011,Grade 6,187311.0
Region IV-A - CALABARZON,2010-2011,Grade 6,218548.0
Region IV-B - MIMAROPA,2010-2011,Grade 6,62071.0
Region V - Bicol Region,2010-2011,Grade 6,133409.0
Region VI - Western Visayas,2010-2011,Grade 6,140308.0
Region VII - Central Visayas,2010-2011,Grade 6,132932.0
Region VIII - Eastern Visayas,2010-2011,Grade 6,96699.0
Region IX - Zamboanga Peninsula,2010-2011,Grade 6,71410.0
Region X - Northern Mindanao,2010-2011,Grade 6,83766.0
Region XI - Davao Region,2010-2011,Grade 6,81815.0
Region XII - Soccsksargen,2010-2011,Grade 6,77002.0
CARAGA - CARAGA,2010-2011,Grade 6,52018.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2010-2011,Grade 6,65679.0
CAR - Cordillera Administrative Region,2010-2011,Grade 6,30625.0
NCR - National Capital Region,2010-2011,Grade 6,182319.0
Region I - Ilocos Region,2011-2012,Grade 6,95519.0
Region II - Cagayan Valley,2011-2012,Grade 6,62702.0
Region III - Central Luzon,2011-2012,Grade 6,194436.0
Region IV-A - CALABARZON,2011-2012,Grade 6,227610.0
Region IV-B - MIMAROPA,2011-2012,Grade 6,64018.0
Region V - Bicol Region,2011-2012,Grade 6,134986.0
Region VI - Western Visayas,2011-2012,Grade 6,141149.0
Region VII - Central Visayas,2011-2012,Grade 6,139853.0
Region VIII - Eastern Visayas,2011-2012,Grade 6,98603.0
Region IX - Zamboanga Peninsula,2011-2012,Grade 6,72448.0
Region X - Northern Mindanao,2011-2012,Grade 6,84984.0
Region XI - Davao Region,2011-2012,Grade 6,83102.0
Region XII - Soccsksargen,2011-2012,Grade 6,80063.0
CARAGA - CARAGA,2011-2012,Grade 6,53572.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2011-2012,Grade 6,64205.0
CAR - Cordillera Administrative Region,2011-2012,Grade 6,31294.0
NCR - National Capital Region,2011-2012,Grade 6,189083.0
Region I - Ilocos Region,2012-2013,Grade 6,96592.0
Region II - Cagayan Valley,2012-2013,Grade 6,63935.0
Region III - Central Luzon,2012-2013,Grade 6,198573.0
Region IV-A - CALABARZON,2012-2013,Grade 6,233896.0
Region IV-B - MIMAROPA,2012-2013,Grade 6,65679.0
Region V - Bicol Region,2012-2013,Grade 6,138055.0
Region VI - Western Visayas,2012-2013,Grade 6,144142.0
Region VII - Central Visayas,2012-2013,Grade 6,143805.0
Region VIII - Eastern Visayas,2012-2013,Grade 6,100808.0
Region IX - Zamboanga Peninsula,2012-2013,Grade 6,72843.0
Region X - Northern Mindanao,2012-2013,Grade 6,85434.0
Region XI - Davao Region,2012-2013,Grade 6,85737.0
Region XII - Soccsksargen,2012-2013,Grade 6,82330.0
CARAGA - CARAGA,2012-2013,Grade 6,55630.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2012-2013,Grade 6,61835.0
CAR - Cordillera Administrative Region,2012-2013,Grade 6,31851.0
NCR - National Capital Region,2012-2013,Grade 6,189593.0
Region I - Ilocos Region,2013-2014,Grade 6,95947.0
Region II - Cagayan Valley,2013-2014,Grade 6,65105.0
Region III - Central Luzon,2013-2014,Grade 6,200016.0
Region IV-A - CALABARZON,2013-2014,Grade 6,236353.0
Region IV-B - MIMAROPA,2013-2014,Grade 6,67502.0
Region V - Bicol Region,2013-2014,Grade 6,142329.0
Region VI - Western Visayas,2013-2014,Grade 6,146978.0
Region VII - Central Visayas,2013-2014,Grade 6,146410.0
Region VIII - Eastern Visayas,2013-2014,Grade 6,102349.0
Region IX - Zamboanga Peninsula,2013-2014,Grade 6,73660.0
Region X - Northern Mindanao,2013-2014,Grade 6,87422.0
Region XI - Davao Region,2013-2014,Grade 6,90325.0
Region XII - Soccsksargen,2013-2014,Grade 6,85144.0
CARAGA - CARAGA,2013-2014,Grade 6,56825.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2013-2014,Grade 6,62148.0
CAR - Cordillera Administrative Region,2013-2014,Grade 6,32105.0
NCR - National Capital Region,2013-2014,Grade 6,189602.0
Region I - Ilocos Region,2014-2015,Grade 6,98721.0
Region II - Cagayan Valley,2014-2015,Grade 6,65903.0
Region III - Central Luzon,2014-2015,Grade 6,204538.0
Region IV-A - CALABARZON,2014-2015,Grade 6,242899.0
Region IV-B - MIMAROPA,2014-2015,Grade 6,69280.0
Region V - Bicol Region,2014-2015,Grade 6,145094.0
Region VI - Western Visayas,2014-2015,Grade 6,154838.0
Region VII - Central Visayas,2014-2015,Grade 6,151172.0
Region VIII - Eastern Visayas,2014-2015,Grade 6,105587.0
Region IX - Zamboanga Peninsula,2014-2015,Grade 6,77863.0
Region X - Northern Mindanao,2014-2015,Grade 6,89532.0
Region XI - Davao Region,2014-2015,Grade 6,94556.0
Region XII - Soccsksargen,2014-2015,Grade 6,89922.0
CARAGA - CARAGA,2014-2015,Grade 6,58760.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2014-2015,Grade 6,62056.0
CAR - Cordillera Administrative Region,2014-2015,Grade 6,32577.0
NCR - National Capital Region,2014-2015,Grade 6,186637.0
Region I - Ilocos Region,2015-2016,Grade 6,101262.0
Region II - Cagayan Valley,2015-2016,Grade 6,67032.0
Region III - Central Luzon,2015-2016,Grade 6,210347.0
Region IV-A - CALABARZON,2015-2016,Grade 6,252383.0
Region IV-B - MIMAROPA,2015-2016,Grade 6,70992.0
Region V - Bicol Region,2015-2016,Grade 6,150450.0
Region VI - Western Visayas,2015-2016,Grade 6,157035.0
Region VII - Central Visayas,2015-2016,Grade 6,157126.0
Region VIII - Eastern Visayas,2015-2016,Grade 6,109733.0
Region IX - Zamboanga Peninsula,2015-2016,Grade 6,82752.0
Region X - Northern Mindanao,2015-2016,Grade 6,95923.0
Region XI - Davao Region,2015-2016,Grade 6,103879.0
Region XII - Soccsksargen,2015-2016,Grade 6,94587.0
CARAGA - CARAGA,2015-2016,Grade 6,62240.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2015-2016,Grade 6,62195.0
CAR - Cordillera Administrative Region,2015-2016,Grade 6,33560.0
NCR - National Capital Region,2015-2016,Grade 6,186930.0
Region I - Ilocos Region,2016-2017,Grade 6,104552.0
Region II - Cagayan Valley,2016-2017,Grade 6,70800.0
Region III - Central Luzon,2016-2017,Grade 6,218392.0
Region IV-A - CALABARZON,2016-2017,Grade 6,271298.0
Region IV-B - MIMAROPA,2016-2017,Grade 6,76893.0
Region V - Bicol Region,2016-2017,Grade 6,161045.0
Region VI - Western Visayas,2016-2017,Grade 6,173447.0
Region VII - Central Visayas,2016-2017,Grade 6,168649.0
Region VIII - Eastern Visayas,2016-2017,Grade 6,115486.0
Region IX - Zamboanga Peninsula,2016-2017,Grade 6,91024.0
Region X - Northern Mindanao,2016-2017,Grade 6,107302.0
Region XI - Davao Region,2016-2017,Grade 6,112550.0
Region XII - Soccsksargen,2016-2017,Grade 6,103594.0
CARAGA - CARAGA,2016-2017,Grade 6,66964.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2016-2017,Grade 6,66316.0
CAR - Cordillera Administrative Region,2016-2017,Grade 6,34704.0
NCR - National Capital Region,2016-2017,Grade 6,194973.0
Region I - Ilocos Region,2017-2018,Grade 6,107603.0
Region II - Cagayan Valley,2017-2018,Grade 6,76538.0
Region III - Central Luzon,2017-2018,Grade 6,228720.0
Region IV-A - CALABARZON,2017-2018,Grade 6,293281.0
Region IV-B - MIMAROPA,2017-2018,Grade 6,80370.0
Region V - Bicol Region,2017-2018,Grade 6,172918.0
Region VI - Western Visayas,2017-2018,Grade 6,195366.0
Region VII - Central Visayas,2017-2018,Grade 6,189844.0
Region VIII - Eastern Visayas,2017-2018,Grade 6,117201.0
Region IX - Zamboanga Peninsula,2017-2018,Grade 6,102638.0
Region X - Northern Mindanao,2017-2018,Grade 6,115446.0
Region XI - Davao Region,2017-2018,Grade 6,123779.0
Region XII - Soccsksargen,2017-2018,Grade 6,111013.0
CARAGA - CARAGA,2017-2018,Grade 6,68045.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2017-2018,Grade 6,68964.0
CAR - Cordillera Administrative Region,2017-2018,Grade 6,36525.0
NCR - National Capital Region,2017-2018,Grade 6,199280.0
Region I - Ilocos Region,2018-2019,Grade 6,103464.0
Region II - Cagayan Valley,2018-2019,Grade 6,71815.0
Region III - Central Luzon,2018-2019,Grade 6,221189.0
Region IV-A - CALABARZON,2018-2019,Grade 6,274267.0
Region IV-B - MIMAROPA,2018-2019,Grade 6,71687.0
Region V - Bicol Region,2018-2019,Grade 6,146670.0
Region VI - Western Visayas,2018-2019,Grade 6,169888.0
Region VII - Central Visayas,2018-2019,Grade 6,162281.0
Region VIII - Eastern Visayas,2018-2019,Grade 6,105674.0
Region IX - Zamboanga Peninsula,2018-2019,Grade 6,88802.0
Region X - Northern Mindanao,2018-2019,Grade 6,106403.0
Region XI - Davao Region,2018-2019,Grade 6,110866.0
Region XII - Soccsksargen,2018-2019,Grade 6,102854.0
CARAGA - CARAGA,2018-2019,Grade 6,62912.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Grade 6,70619.0
CAR - Cordillera Administrative Region,2018-2019,Grade 6,34291.0
NCR - National Capital Region,2018-2019,Grade 6,192621.0
Region I - Ilocos Region,2019-2020,Grade 6,101234.0
Region II - Cagayan Valley,2019-2020,Grade 6,72599.0
Region III - Central Luzon,2019-2020,Grade 6,220661.0
Region IV-A - CALABARZON,2019-2020,Grade 6,273862.0
Region IV-B - MIMAROPA,2019-2020,Grade 6,71409.0
Region V - Bicol Region,2019-2020,Grade 6,138936.0
Region VI - Western Visayas,2019-2020,Grade 6,162307.0
Region VII - Central Visayas,2019-2020,Grade 6,159056.0
Region VIII - Eastern Visayas,2019-2020,Grade 6,103324.0
Region IX - Zamboanga Peninsula,2019-2020,Grade 6,85913.0
Region X - Northern Mindanao,2019-2020,Grade 6,103311.0
Region XI - Davao Region,2019-2020,Grade 6,102581.0
Region XII - Soccsksargen,2019-2020,Grade 6,103016.0
CARAGA - CARAGA,2019-2020,Grade 6,63095.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Grade 6,69574.0
CAR - Cordillera Administrative Region,2019-2020,Grade 6,33333.0
NCR - National Capital Region,2019-2020,Grade 6,191790.0
Region I - Ilocos Region,2020-2021,Grade 6,95320.0
Region II - Cagayan Valley,2020-2021,Grade 6,70933.0
Region III - Central Luzon,2020-2021,Grade 6,207228.0
Region IV-A - CALABARZON,2020-2021,Grade 6,264399.0
Region IV-B - MIMAROPA,2020-2021,Grade 6,68503.0
Region V - Bicol Region,2020-2021,Grade 6,126429.0
Region VI - Western Visayas,2020-2021,Grade 6,152495.0
Region VII - Central Visayas,2020-2021,Grade 6,153947.0
Region VIII - Eastern Visayas,2020-2021,Grade 6,94453.0
Region IX - Zamboanga Peninsula,2020-2021,Grade 6,78587.0
Region X - Northern Mindanao,2020-2021,Grade 6,100026.0
Region XI - Davao Region,2020-2021,Grade 6,101232.0
Region XII - Soccsksargen,2020-2021,Grade 6,99723.0
CARAGA - CARAGA,2020-2021,Grade 6,61074.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Grade 6,66268.0
CAR - Cordillera Administrative Region,2020-2021,Grade 6,32259.0
NCR - National Capital Region,2020-2021,Grade 6,180654.0
Region I - Ilocos Region,2010-2011,Non-Grade (ES),
Region II - Cagayan Valley,2010-2011,Non-Grade (ES),
Region III - Central Luzon,2010-2011,Non-Grade (ES),
Region IV-A - CALABARZON,2010-2011,Non-Grade (ES),
Region IV-B - MIMAROPA,2010-2011,Non-Grade (ES),
Region V - Bicol Region,2010-2011,Non-Grade (ES),
Region VI - Western Visayas,2010-2011,Non-Grade (ES),
Region VII - Central Visayas,2010-2011,Non-Grade (ES),
Region VIII - Eastern Visayas,2010-2011,Non-Grade (ES),
Region IX - Zamboanga Peninsula,2010-2011,Non-Grade (ES),
Region X - Northern Mindanao,2010-2011,Non-Grade (ES),
Region XI - Davao Region,2010-2011,Non-Grade (ES),
Region XII - Soccsksargen,2010-2011,Non-Grade (ES),
CARAGA - CARAGA,2010-2011,Non-Grade (ES),
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2010-2011,Non-Grade (ES),
CAR - Cordillera Administrative Region,2010-2011,Non-Grade (ES),
NCR - National Capital Region,2010-2011,Non-Grade (ES),
Region I - Ilocos Region,2011-2012,Non-Grade (ES),
Region II - Cagayan Valley,2011-2012,Non-Grade (ES),
Region III - Central Luzon,2011-2012,Non-Grade (ES),
Region IV-A - CALABARZON,2011-2012,Non-Grade (ES),
Region IV-B - MIMAROPA,2011-2012,Non-Grade (ES),
Region V - Bicol Region,2011-2012,Non-Grade (ES),
Region VI - Western Visayas,2011-2012,Non-Grade (ES),
Region VII - Central Visayas,2011-2012,Non-Grade (ES),
Region VIII - Eastern Visayas,2011-2012,Non-Grade (ES),
Region IX - Zamboanga Peninsula,2011-2012,Non-Grade (ES),
Region X - Northern Mindanao,2011-2012,Non-Grade (ES),
Region XI - Davao Region,2011-2012,Non-Grade (ES),
Region XII - Soccsksargen,2011-2012,Non-Grade (ES),
CARAGA - CARAGA,2011-2012,Non-Grade (ES),
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2011-2012,Non-Grade (ES),
CAR - Cordillera Administrative Region,2011-2012,Non-Grade (ES),
NCR - National Capital Region,2011-2012,Non-Grade (ES),
