Region,School Year,Grade Level,Students
Region I - Ilocos Region,2014-2015,Grade 2,106975.0
Region II - Cagayan Valley,2014-2015,Grade 2,75340.0
Region III - Central Luzon,2014-2015,Grade 2,228519.0
Region IV-A - CALABARZON,2014-2015,Grade 2,279125.0
Region IV-B - MIMAROPA,2014-2015,Grade 2,77635.0
Region V - Bicol Region,2014-2015,Grade 2,157211.0
Region VI - Western Visayas,2014-2015,Grade 2,178599.0
Region VII - Central Visayas,2014-2015,Grade 2,171376.0
Region VIII - Eastern Visayas,2014-2015,Grade 2,113988.0
Region IX - Zamboanga Peninsula,2014-2015,Grade 2,99705.0
Region X - Northern Mindanao,2014-2015,Grade 2,117630.0
Region XI - Davao Region,2014-2015,Grade 2,121102.0
Region XII - Soccsksargen,2014-2015,Grade 2,113116.0
CARAGA - CARAGA,2014-2015,Grade 2,68758.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2014-2015,Grade 2,111933.0
CAR - Cordillera Administrative Region,2014-2015,Grade 2,36139.0
NCR - National Capital Region,2014-2015,Grade 2,209897.0
Region I - Ilocos Region,2015-2016,Grade 2,103423.0
Region II - Cagayan Valley,2015-2016,Grade 2,75485.0
Region III - Central Luzon,2015-2016,Grade 2,227281.0
Region IV-A - CALABARZON,2015-2016,Grade 2,276745.0
Region IV-B - MIMAROPA,2015-2016,Grade 2,76797.0
Region V - Bicol Region,2015-2016,Grade 2,146910.0
Region VI - Western Visayas,2015-2016,Grade 2,168348.0
Region VII - Central Visayas,2015-2016,Grade 2,166139.0
Region VIII - Eastern Visayas,2015-2016,Grade 2,109916.0
Region IX - Zamboanga Peninsula,2015-2016,Grade 2,93280.0
Region X - Northern Mindanao,2015-2016,Grade 2,110828.0
Region XI - Davao Region,2015-2016,Grade 2,108613.0
Region XII - Soccsksargen,2015-2016,Grade 2,111066.0
CARAGA - CARAGA,2015-2016,Grade 2,68010.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2015-2016,Grade 2,100670.0
CAR - Cordillera Administrative Region,2015-2016,Grade 2,34850.0
NCR - National Capital Region,2015-2016,Grade 2,204311.0
Region I - Ilocos Region,2016-2017,Grade 2,95136.0
Region II - Cagayan Valley,2016-2017,Grade 2,72491.0
Region III - Central Luzon,2016-2017,Grade 2,208260.0
Region IV-A - CALABARZON,2016-2017,Grade 2,264780.0
Region IV-B - MIMAROPA,2016-2017,Grade 2,72340.0
Region V - Bicol Region,2016-2017,Grade 2,135756.0
Region VI - Western Visayas,2016-2017,Grade 2,156089.0
Region VII - Central Visayas,2016-2017,Grade 2,160115.0
Region VIII - Eastern Visayas,2016-2017,Grade 2,97743.0
Region IX - Zamboanga Peninsula,2016-2017,Grade 2,83477.0
Region X - Northern Mindanao,2016-2017,Grade 2,107336.0
Region XI - Davao Region,2016-2017,Grade 2,109065.0
Region XII - Soccsksargen,2016-2017,Grade 2,105110.0
CARAGA - CARAGA,2016-2017,Grade 2,64435.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2016-2017,Grade 2,97676.0
CAR - Cordillera Administrative Region,2016-2017,Grade 2,32637.0
NCR - National Capital Region,2016-2017,Grade 2,189317.0
Region I - Ilocos Region,2017-2018,Grade 2,89133.0
Region II - Cagayan Valley,2017-2018,Grade 2,66682.0
Region III - Central Luzon,2017-2018,Grade 2,196173.0
Region IV-A - CALABARZON,2017-2018,Grade 2,236836.0
Region IV-B - MIMAROPA,2017-2018,Grade 2,70291.0
Region V - Bicol Region,2017-2018,Grade 2,134886.0
Region VI - Western Visayas,2017-2018,Grade 2,148739.0
Region VII - Central Visayas,2017-2018,Grade 2,146933.0
Region VIII - Eastern Visayas,2017-2018,Grade 2,95394.0
Region IX - Zamboanga Peninsula,2017-2018,Grade 2,77183.0
Region X - Northern Mindanao,2017-2018,Grade 2,101522.0
Region XI - Davao Region,2017-2018,Grade 2,102034.0
Region XII - Soccsksargen,2017-2018,Grade 2,96822.0
CARAGA - CARAGA,2017-2018,Grade 2,61613.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2017-2018,Grade 2,91459.0
CAR - Cordillera Administrative Region,2017-2018,Grade 2,30570.0
NCR - National Capital Region,2017-2018,Grade 2,172219.0
Region I - Ilocos Region,2018-2019,Grade 2,77846.0
Region II - Cagayan Valley,2018-2019,Grade 2,58626.0
Region III - Central Luzon,2018-2019,Grade 2,176934.0
Region IV-A - CALABARZON,2018-2019,Grade 2,223941.0
Region IV-B - MIMAROPA,2018-2019,Grade 2,62711.0
Region V - Bicol Region,2018-2019,Grade 2,121203.0
Region VI - Western Visayas,2018-2019,Grade 2,129822.0
Region VII - Central Visayas,2018-2019,Grade 2,125362.0
Region VIII - Eastern Visayas,2018-2019,Grade 2,87788.0
Region IX - Zamboanga Peninsula,2018-2019,Grade 2,75151.0
Region X - Northern Mindanao,2018-2019,Grade 2,94010.0
Region XI - Davao Region,2018-2019,Grade 2,85069.0
Region XII - Soccsksargen,2018-2019,Grade 2,86980.0
CARAGA - CARAGA,2018-2019,Grade 2,54548.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Grade 2,88177.0
CAR - Cordillera Administrative Region,2018-2019,Grade 2,27375.0
NCR - National Capital Region,2018-2019,Grade 2,160860.0
Region I - Ilocos Region,2019-2020,Grade 2,95979.0
Region II - Cagayan Valley,2019-2020,Grade 2,72513.0
Region III - Central Luzon,2019-2020,Grade 2,217953.0
Region IV-A - CALABARZON,2019-2020,Grade 2,278407.0
Region IV-B - MIMAROPA,2019-2020,Grade 2,73661.0
Region V - Bicol Region,2019-2020,Grade 2,143769.0
Region VI - Western Visayas,2019-2020,Grade 2,157862.0
Region VII - Central Visayas,2019-2020,Grade 2,160390.0
Region VIII - Eastern Visayas,2019-2020,Grade 2,103654.0
Region IX - Zamboanga Peninsula,2019-2020,Grade 2,88074.0
Region X - Northern Mindanao,2019-2020,Grade 2,107336.0
Region XI - Davao Region,2019-2020,Grade 2,108493.0
Region XII - Soccsksargen,2019-2020,Grade 2,103847.0
CARAGA - CARAGA,2019-2020,Grade 2,63517.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Grade 2,88502.0
CAR - Cordillera Administrative Region,2019-2020,Grade 2,31604.0
NCR - National Capital Region,2019-2020,Grade 2,184661.0
Region I - Ilocos Region,2020-2021,Grade 2,103588.0
Region II - Cagayan Valley,2020-2021,Grade 2,79107.0
Region III - Central Luzon,2020-2021,Grade 2,235855.0
Region IV-A - CALABARZON,2020-2021,Grade 2,297550.0
Region IV-B - MIMAROPA,2020-2021,Grade 2,77107.0
Region V - Bicol Region,2020-2021,Grade 2,140485.0
Region VI - Western Visayas,2020-2021,Grade 2,163219.0
Region VII - Central Visayas,2020-2021,Grade 2,161649.0
Region VIII - Eastern Visayas,2020-2021,Grade 2,107036.0
Region IX - Zamboanga Peninsula,2020-2021,Grade 2,88430.0
Region X - Northern Mindanao,2020-2021,Grade 2,113957.0
Region XI - Davao Region,2020-2021,Grade 2,108125.0
Region XII - Soccsksargen,2020-2021,Grade 2,110462.0
CARAGA - CARAGA,2020-2021,Grade 2,68036.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Grade 2,88416.0
CAR - Cordillera Administrative Region,2020-2021,Grade 2,35074.0
NCR - National Capital Region,2020-2021,Grade 2,190446.0
Region I - Ilocos Region,2010-2011,Grade 3,101393.0
Region II - Cagayan Valley,2010-2011,Grade 3,70180.0
Region III - Central Luzon,2010-2011,Grade 3,210823.0
Region IV-A - CALABARZON,2010-2011,Grade 3,253680.0
Region IV-B - MIMAROPA,2010-2011,Grade 3,76393.0
Region V - Bicol Region,2010-2011,Grade 3,158442.0
Region VI - Western Visayas,2010-2011,Grade 3,161894.0
Region VII - Central Visayas,2010-2011,Grade 3,161095.0
Region VIII - Eastern Visayas,2010-2011,Grade 3,117311.0
Region IX - Zamboanga Peninsula,2010-2011,Grade 3,91135.0
Region X - Northern Mindanao,2010-2011,Grade 3,104506.0
Region XI - Davao Region,2010-2011,Grade 3,105366.0
Region XII - Soccsksargen,2010-2011,Grade 3,101066.0
CARAGA - CARAGA,2010-2011,Grade 3,64690.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2010-2011,Grade 3,122489.0
CAR - Cordillera Administrative Region,2010-2011,Grade 3,35756.0
NCR - National Capital Region,2010-2011,Grade 3,203715.0
Region I - Ilocos Region,2011-2012,Grade 3,103069.0
Region II - Cagayan Valley,2011-2012,Grade 3,70380.0
Region III - Central Luzon,2011-2012,Grade 3,214213.0
Region IV-A - CALABARZON,2011-2012,Grade 3,255024.0
Region IV-B - MIMAROPA,2011-2012,Grade 3,77602.0
Region V - Bicol Region,2011-2012,Grade 3,159647.0
Region VI - Western Visayas,2011-2012,Grade 3,167139.0
Region VII - Central Visayas,2011-2012,Grade 3,164851.0
Region VIII - Eastern Visayas,2011-2012,Grade 3,116821.0
Region IX - Zamboanga Peninsula,2011-2012,Grade 3,93377.0
Region X - Northern Mindanao,2011-2012,Grade 3,104501.0
Region XI - Davao Region,2011-2012,Grade 3,108452.0
Region XII - Soccsksargen,2011-2012,Grade 3,102719.0
CARAGA - CARAGA,2011-2012,Grade 3,65615.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2011-2012,Grade 3,115820.0
CAR - Cordillera Administrative Region,2011-2012,Grade 3,35561.0
NCR - National Capital Region,2011-2012,Grade 3,202674.0
Region I - Ilocos Region,2012-2013,Grade 3,105306.0
Region II - Cagayan Valley,2012-2013,Grade 3,70997.0
Region III - Central Luzon,2012-2013,Grade 3,217554.0
Region IV-A - CALABARZON,2012-2013,Grade 3,260911.0
Region IV-B - MIMAROPA,2012-2013,Grade 3,78116.0
Region V - Bicol Region,2012-2013,Grade 3,163782.0
Region VI - Western Visayas,2012-2013,Grade 3,167566.0
Region VII - Central Visayas,2012-2013,Grade 3,169104.0
Region VIII - Eastern Visayas,2012-2013,Grade 3,119487.0
Region IX - Zamboanga Peninsula,2012-2013,Grade 3,95905.0
Region X - Northern Mindanao,2012-2013,Grade 3,108254.0
Region XI - Davao Region,2012-2013,Grade 3,115234.0
Region XII - Soccsksargen,2012-2013,Grade 3,105152.0
CARAGA - CARAGA,2012-2013,Grade 3,67623.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2012-2013,Grade 3,107903.0
CAR - Cordillera Administrative Region,2012-2013,Grade 3,35930.0
NCR - National Capital Region,2012-2013,Grade 3,202252.0
Region I - Ilocos Region,2013-2014,Grade 3,108025.0
Region II - Cagayan Valley,2013-2014,Grade 3,74911.0
Region III - Central Luzon,2013-2014,Grade 3,226160.0
Region IV-A - CALABARZON,2013-2014,Grade 3,273503.0
Region IV-B - MIMAROPA,2013-2014,Grade 3,83761.0
Region V - Bicol Region,2013-2014,Grade 3,174096.0
Region VI - Western Visayas,2013-2014,Grade 3,184110.0
Region VII - Central Visayas,2013-2014,Grade 3,179611.0
Region VIII - Eastern Visayas,2013-2014,Grade 3,123426.0
Region IX - Zamboanga Peninsula,2013-2014,Grade 3,99685.0
Region X - Northern Mindanao,2013-2014,Grade 3,118751.0
Region XI - Davao Region,2013-2014,Grade 3,122547.0
Region XII - Soccsksargen,2013-2014,Grade 3,112548.0
CARAGA - CARAGA,2013-2014,Grade 3,71963.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2013-2014,Grade 3,107150.0
CAR - Cordillera Administrative Region,2013-2014,Grade 3,36812.0
NCR - National Capital Region,2013-2014,Grade 3,210703.0
Region I - Ilocos Region,2014-2015,Grade 3,111087.0
Region II - Cagayan Valley,2014-2015,Grade 3,80893.0
Region III - Central Luzon,2014-2015,Grade 3,236255.0
Region IV-A - CALABARZON,2014-2015,Grade 3,302636.0
Region IV-B - MIMAROPA,2014-2015,Grade 3,87704.0
Region V - Bicol Region,2014-2015,Grade 3,188736.0
Region VI - Western Visayas,2014-2015,Grade 3,209651.0
Region VII - Central Visayas,2014-2015,Grade 3,205495.0
Region VIII - Eastern Visayas,2014-2015,Grade 3,125006.0
Region IX - Zamboanga Peninsula,2014-2015,Grade 3,116871.0
Region X - Northern Mindanao,2014-2015,Grade 3,126533.0
Region XI - Davao Region,2014-2015,Grade 3,135418.0
Region XII - Soccsksargen,2014-2015,Grade 3,121526.0
CARAGA - CARAGA,2014-2015,Grade 3,73105.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2014-2015,Grade 3,101480.0
CAR - Cordillera Administrative Region,2014-2015,Grade 3,38519.0
NCR - National Capital Region,2014-2015,Grade 3,215162.0
Region I - Ilocos Region,2015-2016,Grade 3,106109.0
Region II - Cagayan Valley,2015-2016,Grade 3,74537.0
Region III - Central Luzon,2015-2016,Grade 3,227521.0
Region IV-A - CALABARZON,2015-2016,Grade 3,278210.0
Region IV-B - MIMAROPA,2015-2016,Grade 3,76620.0
Region V - Bicol Region,2015-2016,Grade 3,154716.0
Region VI - Western Visayas,2015-2016,Grade 3,177238.0
Region VII - Central Visayas,2015-2016,Grade 3,170194.0
Region VIII - Eastern Visayas,2015-2016,Grade 3,112013.0
Region IX - Zamboanga Peninsula,2015-2016,Grade 3,97152.0
Region X - Northern Mindanao,2015-2016,Grade 3,114588.0
Region XI - Davao Region,2015-2016,Grade 3,119133.0
Region XII - Soccsksargen,2015-2016,Grade 3,110556.0
CARAGA - CARAGA,2015-2016,Grade 3,67044.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2015-2016,Grade 3,90948.0
CAR - Cordillera Administrative Region,2015-2016,Grade 3,35526.0
NCR - National Capital Region,2015-2016,Grade 3,204050.0
Region I - Ilocos Region,2016-2017,Grade 3,103010.0
Region II - Cagayan Valley,2016-2017,Grade 3,74992.0
Region III - Central Luzon,2016-2017,Grade 3,225661.0
Region IV-A - CALABARZON,2016-2017,Grade 3,277324.0
Region IV-B - MIMAROPA,2016-2017,Grade 3,75707.0
Region V - Bicol Region,2016-2017,Grade 3,145142.0
Region VI - Western Visayas,2016-2017,Grade 3,167237.0
Region VII - Central Visayas,2016-2017,Grade 3,164627.0
Region VIII - Eastern Visayas,2016-2017,Grade 3,108640.0
Region IX - Zamboanga Peninsula,2016-2017,Grade 3,91844.0
Region X - Northern Mindanao,2016-2017,Grade 3,108966.0
Region XI - Davao Region,2016-2017,Grade 3,107473.0
Region XII - Soccsksargen,2016-2017,Grade 3,108584.0
CARAGA - CARAGA,2016-2017,Grade 3,66781.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2016-2017,Grade 3,91374.0
CAR - Cordillera Administrative Region,2016-2017,Grade 3,34422.0
NCR - National Capital Region,2016-2017,Grade 3,201099.0
Region I - Ilocos Region,2017-2018,Grade 3,95128.0
Region II - Cagayan Valley,2017-2018,Grade 3,71824.0
Region III - Central Luzon,2017-2018,Grade 3,207955.0
Region IV-A - CALABARZON,2017-2018,Grade 3,264799.0
Region IV-B - MIMAROPA,2017-2018,Grade 3,71447.0
Region V - Bicol Region,2017-2018,Grade 3,134202.0
Region VI - Western Visayas,2017-2018,Grade 3,155077.0
Region VII - Central Visayas,2017-2018,Grade 3,158276.0
Region VIII - Eastern Visayas,2017-2018,Grade 3,97107.0
Region IX - Zamboanga Peninsula,2017-2018,Grade 3,82429.0
Region X - Northern Mindanao,2017-2018,Grade 3,105966.0
Region XI - Davao Region,2017-2018,Grade 3,108289.0
Region XII - Soccsksargen,2017-2018,Grade 3,103818.0
CARAGA - CARAGA,2017-2018,Grade 3,63361.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2017-2018,Grade 3,84700.0
CAR - Cordillera Administrative Region,2017-2018,Grade 3,32365.0
NCR - National Capital Region,2017-2018,Grade 3,185896.0
Region I - Ilocos Region,2018-2019,Grade 3,89154.0
Region II - Cagayan Valley,2018-2019,Grade 3,66445.0
Region III - Central Luzon,2018-2019,Grade 3,197213.0
Region IV-A - CALABARZON,2018-2019,Grade 3,240580.0
Region IV-B - MIMAROPA,2018-2019,Grade 3,69477.0
Region V - Bicol Region,2018-2019,Grade 3,133046.0
Region VI - Western Visayas,2018-2019,Grade 3,148267.0
Region VII - Central Visayas,2018-2019,Grade 3,147069.0
Region VIII - Eastern Visayas,2018-2019,Grade 3,94401.0
Region IX - Zamboanga Peninsula,2018-2019,Grade 3,77388.0
Region X - Northern Mindanao,2018-2019,Grade 3,100438.0
Region XI - Davao Region,2018-2019,Grade 3,102117.0
Region XII - Soccsksargen,2018-2019,Grade 3,96404.0
CARAGA - CARAGA,2018-2019,Grade 3,60971.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Grade 3,83362.0
CAR - Cordillera Administrative Region,2018-2019,Grade 3,30482.0
NCR - National Capital Region,2018-2019,Grade 3,171842.0
Region I - Ilocos Region,2019-2020,Grade 3,77993.0
Region II - Cagayan Valley,2019-2020,Grade 3,58552.0
Region III - Central Luzon,2019-2020,Grade 3,177582.0
Region IV-A - CALABARZON,2019-2020,Grade 3,226162.0
Region IV-B - MIMAROPA,2019-2020,Grade 3,62221.0
Region V - Bicol Region,2019-2020,Grade 3,120135.0
Region VI - Western Visayas,2019-2020,Grade 3,129636.0
Region VII - Central Visayas,2019-2020,Grade 3,125487.0
Region VIII - Eastern Visayas,2019-2020,Grade 3,87123.0
Region IX - Zamboanga Peninsula,2019-2020,Grade 3,74687.0
Region X - Northern Mindanao,2019-2020,Grade 3,93559.0
Region XI - Davao Region,2019-2020,Grade 3,85370.0
Region XII - Soccsksargen,2019-2020,Grade 3,86519.0
CARAGA - CARAGA,2019-2020,Grade 3,54223.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Grade 3,81870.0
CAR - Cordillera Administrative Region,2019-2020,Grade 3,27274.0
NCR - National Capital Region,2019-2020,Grade 3,160721.0
Region I - Ilocos Region,2020-2021,Grade 3,97987.0
Region II - Cagayan Valley,2020-2021,Grade 3,73591.0
Region III - Central Luzon,2020-2021,Grade 3,221092.0
Region IV-A - CALABARZON,2020-2021,Grade 3,282112.0
Region IV-B - MIMAROPA,2020-2021,Grade 3,72522.0
Region V - Bicol Region,2020-2021,Grade 3,137404.0
Region VI - Western Visayas,2020-2021,Grade 3,158587.0
Region VII - Central Visayas,2020-2021,Grade 3,158383.0
Region VIII - Eastern Visayas,2020-2021,Grade 3,103326.0
Region IX - Zamboanga Peninsula,2020-2021,Grade 3,85402.0
Region X - Northern Mindanao,2020-2021,Grade 3,105669.0
Region XI - Davao Region,2020-2021,Grade 3,104702.0
Region XII - Soccsksargen,2020-2021,Grade 3,103302.0
CARAGA - CARAGA,2020-2021,Grade 3,63224.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Grade 3,81183.0
CAR - Cordillera Administrative Region,2020-2021,Grade 3,32086.0
NCR - National Capital Region,2020-2021,Grade 3,184955.0
Region I - Ilocos Region,2010-2011,Grade 4,100785.0
Region II - Cagayan Valley,2010-2011,Grade 4,68135.0
Region III - Central Luzon,2010-2011,Grade 4,208874.0
Region IV-A - CALABARZON,2010-2011,Grade 4,244886.0
Region IV-B - MIMAROPA,2010-2011,Grade 4,71897.0
Region V - Bicol Region,2010-2011,Grade 4,150241.0
Region VI - Western Visayas,2010-2011,Grade 4,156429.0
Region VII - Central Visayas,2010-2011,Grade 4,154928.0
Region VIII - Eastern Visayas,2010-2011,Grade 4,112298.0
Region IX - Zamboanga Peninsula,2010-2011,Grade 4,84217.0
Region X - Northern Mindanao,2010-2011,Grade 4,98579.0
Region XI - Davao Region,2010-2011,Grade 4,97127.0
Region XII - Soccsksargen,2010-2011,Grade 4,94193.0
CARAGA - CARAGA,2010-2011,Grade 4,61740.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2010-2011,Grade 4,95431.0
CAR - Cordillera Administrative Region,2010-2011,Grade 4,34760.0
NCR - National Capital Region,2010-2011,Grade 4,199930.0
Region I - Ilocos Region,2011-2012,Grade 4,99749.0
Region II - Cagayan Valley,2011-2012,Grade 4,68409.0
Region III - Central Luzon,2011-2012,Grade 4,207842.0
Region IV-A - CALABARZON,2011-2012,Grade 4,250743.0
Region IV-B - MIMAROPA,2011-2012,Grade 4,73766.0
Region V - Bicol Region,2011-2012,Grade 4,152914.0
Region VI - Western Visayas,2011-2012,Grade 4,157404.0
Region VII - Central Visayas,2011-2012,Grade 4,156651.0
Region VIII - Eastern Visayas,2011-2012,Grade 4,111513.0
Region IX - Zamboanga Peninsula,2011-2012,Grade 4,87058.0
Region X - Northern Mindanao,2011-2012,Grade 4,99332.0
Region XI - Davao Region,2011-2012,Grade 4,100944.0
Region XII - Soccsksargen,2011-2012,Grade 4,96526.0
CARAGA - CARAGA,2011-2012,Grade 4,62102.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2011-2012,Grade 4,92178.0
CAR - Cordillera Administrative Region,2011-2012,Grade 4,34514.0
NCR - National Capital Region,2011-2012,Grade 4,199600.0
Region I - Ilocos Region,2012-2013,Grade 4,101444.0
Region II - Cagayan Valley,2012-2013,Grade 4,68794.0
Region III - Central Luzon,2012-2013,Grade 4,210427.0
Region IV-A - CALABARZON,2012-2013,Grade 4,252089.0
Region IV-B - MIMAROPA,2012-2013,Grade 4,74491.0
Region V - Bicol Region,2012-2013,Grade 4,153847.0
Region VI - Western Visayas,2012-2013,Grade 4,162379.0
Region VII - Central Visayas,2012-2013,Grade 4,159992.0
Region VIII - Eastern Visayas,2012-2013,Grade 4,112837.0
Region IX - Zamboanga Peninsula,2012-2013,Grade 4,87067.0
Region X - Northern Mindanao,2012-2013,Grade 4,98059.0
Region XI - Davao Region,2012-2013,Grade 4,102419.0
Region XII - Soccsksargen,2012-2013,Grade 4,96780.0
CARAGA - CARAGA,2012-2013,Grade 4,62648.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2012-2013,Grade 4,87669.0
CAR - Cordillera Administrative Region,2012-2013,Grade 4,34600.0
NCR - National Capital Region,2012-2013,Grade 4,197921.0
Region I - Ilocos Region,2013-2014,Grade 4,103698.0
Region II - Cagayan Valley,2013-2014,Grade 4,70008.0
Region III - Central Luzon,2013-2014,Grade 4,216320.0
Region IV-A - CALABARZON,2013-2014,Grade 4,254287.0
Region IV-B - MIMAROPA,2013-2014,Grade 4,75123.0
Region V - Bicol Region,2013-2014,Grade 4,159301.0
Region VI - Western Visayas,2013-2014,Grade 4,164103.0
Region VII - Central Visayas,2013-2014,Grade 4,165258.0
Region VIII - Eastern Visayas,2013-2014,Grade 4,115849.0
Region IX - Zamboanga Peninsula,2013-2014,Grade 4,87994.0
Region X - Northern Mindanao,2013-2014,Grade 4,103218.0
Region XI - Davao Region,2013-2014,Grade 4,110360.0
Region XII - Soccsksargen,2013-2014,Grade 4,99953.0
CARAGA - CARAGA,2013-2014,Grade 4,65930.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2013-2014,Grade 4,89173.0
CAR - Cordillera Administrative Region,2013-2014,Grade 4,35339.0
NCR - National Capital Region,2013-2014,Grade 4,198234.0
Region I - Ilocos Region,2014-2015,Grade 4,106900.0
Region II - Cagayan Valley,2014-2015,Grade 4,73448.0
Region III - Central Luzon,2014-2015,Grade 4,223310.0
Region IV-A - CALABARZON,2014-2015,Grade 4,276234.0
Region IV-B - MIMAROPA,2014-2015,Grade 4,81780.0
Region V - Bicol Region,2014-2015,Grade 4,169212.0
Region VI - Western Visayas,2014-2015,Grade 4,181003.0
Region VII - Central Visayas,2014-2015,Grade 4,176265.0
Region VIII - Eastern Visayas,2014-2015,Grade 4,120936.0
Region IX - Zamboanga Peninsula,2014-2015,Grade 4,98717.0
Region X - Northern Mindanao,2014-2015,Grade 4,114447.0
Region XI - Davao Region,2014-2015,Grade 4,119607.0
Region XII - Soccsksargen,2014-2015,Grade 4,111930.0
CARAGA - CARAGA,2014-2015,Grade 4,70630.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2014-2015,Grade 4,87208.0
CAR - Cordillera Administrative Region,2014-2015,Grade 4,36061.0
NCR - National Capital Region,2014-2015,Grade 4,203744.0
Region I - Ilocos Region,2015-2016,Grade 4,110053.0
Region II - Cagayan Valley,2015-2016,Grade 4,79569.0
Region III - Central Luzon,2015-2016,Grade 4,235149.0
Region IV-A - CALABARZON,2015-2016,Grade 4,300415.0
Region IV-B - MIMAROPA,2015-2016,Grade 4,86033.0
Region V - Bicol Region,2015-2016,Grade 4,182907.0
Region VI - Western Visayas,2015-2016,Grade 4,205304.0
Region VII - Central Visayas,2015-2016,Grade 4,200081.0
Region VIII - Eastern Visayas,2015-2016,Grade 4,122918.0
Region IX - Zamboanga Peninsula,2015-2016,Grade 4,112654.0
Region X - Northern Mindanao,2015-2016,Grade 4,122752.0
Region XI - Davao Region,2015-2016,Grade 4,132161.0
Region XII - Soccsksargen,2015-2016,Grade 4,118447.0
CARAGA - CARAGA,2015-2016,Grade 4,71497.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2015-2016,Grade 4,84830.0
CAR - Cordillera Administrative Region,2015-2016,Grade 4,38126.0
NCR - National Capital Region,2015-2016,Grade 4,208624.0
Region I - Ilocos Region,2016-2017,Grade 4,105371.0
Region II - Cagayan Valley,2016-2017,Grade 4,73815.0
Region III - Central Luzon,2016-2017,Grade 4,225823.0
Region IV-A - CALABARZON,2016-2017,Grade 4,278625.0
Region IV-B - MIMAROPA,2016-2017,Grade 4,74994.0
Region V - Bicol Region,2016-2017,Grade 4,152163.0
Region VI - Western Visayas,2016-2017,Grade 4,175331.0
Region VII - Central Visayas,2016-2017,Grade 4,168110.0
Region VIII - Eastern Visayas,2016-2017,Grade 4,110137.0
Region IX - Zamboanga Peninsula,2016-2017,Grade 4,94646.0
Region X - Northern Mindanao,2016-2017,Grade 4,111999.0
Region XI - Davao Region,2016-2017,Grade 4,116684.0
Region XII - Soccsksargen,2016-2017,Grade 4,107905.0
CARAGA - CARAGA,2016-2017,Grade 4,65996.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2016-2017,Grade 4,83455.0
CAR - Cordillera Administrative Region,2016-2017,Grade 4,35307.0
NCR - National Capital Region,2016-2017,Grade 4,200488.0
Region I - Ilocos Region,2017-2018,Grade 4,102535.0
Region II - Cagayan Valley,2017-2018,Grade 4,73987.0
Region III - Central Luzon,2017-2018,Grade 4,224085.0
Region IV-A - CALABARZON,2017-2018,Grade 4,276009.0
Region IV-B - MIMAROPA,2017-2018,Grade 4,74266.0
Region V - Bicol Region,2017-2018,Grade 4,142884.0
Region VI - Western Visayas,2017-2018,Grade 4,165942.0
Region VII - Central Visayas,2017-2018,Grade 4,162576.0
Region VIII - Eastern Visayas,2017-2018,Grade 4,106990.0
Region IX - Zamboanga Peninsula,2017-2018,Grade 4,89357.0
Region X - Northern Mindanao,2017-2018,Grade 4,106944.0
Region XI - Davao Region,2017-2018,Grade 4,106124.0
Region XII - Soccsksargen,2017-2018,Grade 4,107137.0
CARAGA - CARAGA,2017-2018,Grade 4,65321.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2017-2018,Grade 4,80751.0
CAR - Cordillera Administrative Region,2017-2018,Grade 4,33979.0
NCR - National Capital Region,2017-2018,Grade 4,195702.0
Region I - Ilocos Region,2018-2019,Grade 4,94915.0
Region II - Cagayan Valley,2018-2019,Grade 4,71350.0
Region III - Central Luzon,2018-2019,Grade 4,208155.0
Region IV-A - CALABARZON,2018-2019,Grade 4,265875.0
Region IV-B - MIMAROPA,2018-2019,Grade 4,70496.0
Region V - Bicol Region,2018-2019,Grade 4,132589.0
Region VI - Western Visayas,2018-2019,Grade 4,154211.0
Region VII - Central Visayas,2018-2019,Grade 4,157790.0
Region VIII - Eastern Visayas,2018-2019,Grade 4,96068.0
